loop_id,display_name,site,area,unit,loop_type,criticality,pv_ot_tag,sp_ot_tag,op_ot_tag,mode_ot_tag,vp_ot_tag,op_min,op_max,enable_monitoring,profile
PIC30102,Pressure controller PIC30102 (FCS0102),hdpe,section_100,u1005_catalyst_dosage,PIC,medium,FCS0102.PIC30102.PV,FCS0102.PIC30102.SV,FCS0102.PIC30102.MV,FCS0102.PIC30102.MODE,,0,100,true,
PIC30104,Pressure controller PIC30104 (FCS0102),hdpe,section_100,u1006_catalyst_storage,PIC,medium,FCS0102.PIC30104.PV,FCS0102.PIC30104.SV,FCS0102.PIC30104.MV,FCS0102.PIC30104.MODE,,0,100,true,
PIC30108,Pressure controller PIC30108 (FCS0102),hdpe,section_200,u2003_powder_drying_ii_scrubber,PIC,medium,FCS0102.PIC30108.PV,FCS0102.PIC30108.SV,FCS0102.PIC30108.MV,FCS0102.PIC30108.MODE,,0,100,true,
PIC30204,Pressure controller PIC30204 (FCS0102),hdpe,section_500,u5003_pellet_water_transport_system_drying,PIC,medium,FCS0102.PIC30204.PV,FCS0102.PIC30204.SV,FCS0102.PIC30204.MV,FCS0102.PIC30204.MODE,,0,100,true,
PIC30305,Pressure controller PIC30305 (FCS0102),hdpe,section_400,u4003_hexane_tankfarm_fire_fighting_water_spray_fixed_system,PIC,medium,FCS0102.PIC30305.PV,FCS0102.PIC30305.SV,FCS0102.PIC30305.MV,FCS0102.PIC30305.MODE,,0,100,true,
PIC30306,Pressure controller PIC30306 (FCS0102),hdpe,section_800,u8001_condensate_and_steam_supply_system,PIC,medium,FCS0102.PIC30306.PV,FCS0102.PIC30306.SV,FCS0102.PIC30306.MV,FCS0102.PIC30306.MODE,,0,100,true,
PIC30307,Pressure controller PIC30307 (FCS0102),hdpe,section_600,u6002_pellet_homogenization_ii_silo_4_5,PIC,medium,FCS0102.PIC30307.PV,FCS0102.PIC30307.SV,FCS0102.PIC30307.MV,FCS0102.PIC30307.MODE,,0,100,true,
PIC30325,Pressure controller PIC30325 (FCS0102),hdpe,section_300,u3004_wax_pretreatment,PIC,medium,FCS0102.PIC30325.PV,FCS0102.PIC30325.SV,FCS0102.PIC30325.MV,FCS0102.PIC30325.MODE,,0,100,true,
PIC30601,Pressure controller PIC30601 (FCS0102),hdpe,section_400,u4003_hexane_tankfarm_fire_fighting_water_spray_fixed_system,PIC,medium,FCS0102.PIC30601.PV,FCS0102.PIC30601.SV,FCS0102.PIC30601.MV,FCS0102.PIC30601.MODE,,0,100,true,
PIC30611,Pressure controller PIC30611 (FCS0102),hdpe,section_400,u4001_hexane_tankfarm,PIC,medium,FCS0102.PIC30611.PV,FCS0102.PIC30611.SV,FCS0102.PIC30611.MV,FCS0102.PIC30611.MODE,,0,100,true,
PIC40101,Pressure controller PIC40101 (FCS0102),hdpe,section_400,u4002_catalyst_tankfarm,PIC,medium,FCS0102.PIC40101.PV,FCS0102.PIC40101.SV,FCS0102.PIC40101.MV,FCS0102.PIC40101.MODE,,0,100,true,
PIC40102,Pressure controller PIC40102 (FCS0102),hdpe,section_300,u3003_wax_recovery_thinfilm_evaporator,PIC,medium,FCS0102.PIC40102.PV,FCS0102.PIC40102.SV,FCS0102.PIC40102.MV,FCS0102.PIC40102.MODE,,0,100,true,
PIC40108,Pressure controller PIC40108 (FCS0102),hdpe,section_400,u4003_hexane_tankfarm_fire_fighting_water_spray_fixed_system,PIC,medium,FCS0102.PIC40108.PV,FCS0102.PIC40108.SV,FCS0102.PIC40108.MV,FCS0102.PIC40108.MODE,,0,100,true,
PIC40201,Pressure controller PIC40201 (FCS0102),hdpe,section_300,u3004_wax_pretreatment,PIC,medium,FCS0102.PIC40201.PV,FCS0102.PIC40201.SV,FCS0102.PIC40201.MV,FCS0102.PIC40201.MODE,,0,100,true,
PIC40202,Pressure controller PIC40202 (FCS0102),hdpe,section_800,u8002_utility_supply,PIC,medium,FCS0102.PIC40202.PV,FCS0102.PIC40202.SV,FCS0102.PIC40202.MV,FCS0102.PIC40202.MODE,,0,100,true,
TIC00705,Temperature controller TIC00705 (FCS0102),hdpe,section_500,u5003_pellet_water_transport_system_drying,TIC,medium,FCS0102.TIC00705.PV,FCS0102.TIC00705.SV,FCS0102.TIC00705.MV,FCS0102.TIC00705.MODE,,0,100,true,
TIC20305,Temperature controller TIC20305 (FCS0102),hdpe,section_600,u6002_pellet_homogenization_ii_silo_4_5,TIC,medium,FCS0102.TIC20305.PV,FCS0102.TIC20305.SV,FCS0102.TIC20305.MV,FCS0102.TIC20305.MODE,,0,100,true,
TIC20405,Temperature controller TIC20405 (FCS0102),hdpe,section_100,u1001_polymerization_reactor_1,TIC,medium,FCS0102.TIC20405.PV,FCS0102.TIC20405.SV,FCS0102.TIC20405.MV,FCS0102.TIC20405.MODE,,0,100,true,
TIC20601,Temperature controller TIC20601 (FCS0102),hdpe,section_300,u3005_butene_recovery,TIC,medium,FCS0102.TIC20601.PV,FCS0102.TIC20601.SV,FCS0102.TIC20601.MV,FCS0102.TIC20601.MODE,,0,100,true,
TIC20607,Temperature controller TIC20607 (FCS0102),hdpe,section_400,u4001_hexane_tankfarm,TIC,medium,FCS0102.TIC20607.PV,FCS0102.TIC20607.SV,FCS0102.TIC20607.MV,FCS0102.TIC20607.MODE,,0,100,true,
TIC30104,Temperature controller TIC30104 (FCS0102),hdpe,section_200,u2005_refrigeration_unit_hexane_supply,TIC,medium,FCS0102.TIC30104.PV,FCS0102.TIC30104.SV,FCS0102.TIC30104.MV,FCS0102.TIC30104.MODE,,0,100,true,
TIC30107,Temperature controller TIC30107 (FCS0102),hdpe,section_100,u1002_polymerization_ii_reactor_2,TIC,medium,FCS0102.TIC30107.PV,FCS0102.TIC30107.SV,FCS0102.TIC30107.MV,FCS0102.TIC30107.MODE,,0,100,true,
TIC30109,Temperature controller TIC30109 (FCS0102),hdpe,section_500,u5003_pellet_water_transport_system_drying,TIC,medium,FCS0102.TIC30109.PV,FCS0102.TIC30109.SV,FCS0102.TIC30109.MV,FCS0102.TIC30109.MODE,,0,100,true,
TIC30110,Temperature controller TIC30110 (FCS0102),hdpe,section_100,u1004_suspension_receiver_off_gas_system,TIC,medium,FCS0102.TIC30110.PV,FCS0102.TIC30110.SV,FCS0102.TIC30110.MV,FCS0102.TIC30110.MODE,,0,100,true,
TIC30206,Temperature controller TIC30206 (FCS0102),hdpe,section_100,u1001_polymerization_reactor_1,TIC,medium,FCS0102.TIC30206.PV,FCS0102.TIC30206.SV,FCS0102.TIC30206.MV,FCS0102.TIC30206.MODE,,0,100,true,
TIC30304,Temperature controller TIC30304 (FCS0102),hdpe,section_100,u1001_polymerization_reactor_1,TIC,medium,FCS0102.TIC30304.PV,FCS0102.TIC30304.SV,FCS0102.TIC30304.MV,FCS0102.TIC30304.MODE,,0,100,true,
TIC30306,Temperature controller TIC30306 (FCS0102),hdpe,section_800,u8001_condensate_and_steam_supply_system,TIC,medium,FCS0102.TIC30306.PV,FCS0102.TIC30306.SV,FCS0102.TIC30306.MV,FCS0102.TIC30306.MODE,,0,100,true,
TIC30309,Temperature controller TIC30309 (FCS0102),hdpe,section_100,u1001_polymerization_reactor_1,TIC,medium,FCS0102.TIC30309.PV,FCS0102.TIC30309.SV,FCS0102.TIC30309.MV,FCS0102.TIC30309.MODE,,0,100,true,
TIC30501,Temperature controller TIC30501 (FCS0102),hdpe,section_600,u6001_pellet_homogenization_i_silo_1_2_3,TIC,medium,FCS0102.TIC30501.PV,FCS0102.TIC30501.SV,FCS0102.TIC30501.MV,FCS0102.TIC30501.MODE,,0,100,true,
TIC30502,Temperature controller TIC30502 (FCS0102),hdpe,section_500,u5003_pellet_water_transport_system_drying,TIC,medium,FCS0102.TIC30502.PV,FCS0102.TIC30502.SV,FCS0102.TIC30502.MV,FCS0102.TIC30502.MODE,,0,100,true,
TIC30603,Temperature controller TIC30603 (FCS0102),hdpe,section_300,u3001_hexane_purification_i_distillation,TIC,medium,FCS0102.TIC30603.PV,FCS0102.TIC30603.SV,FCS0102.TIC30603.MV,FCS0102.TIC30603.MODE,,0,100,true,
TIC30604,Temperature controller TIC30604 (FCS0102),hdpe,section_300,u3002_hexane_purification_ii_adsorbtion,TIC,medium,FCS0102.TIC30604.PV,FCS0102.TIC30604.SV,FCS0102.TIC30604.MV,FCS0102.TIC30604.MODE,,0,100,true,
FIC50201,Flow controller FIC50201 (FCS0103),hdpe,section_100,u1003_polymerization_ii_post_reactor,FIC,medium,FCS0103.FIC50201.PV,FCS0103.FIC50201.SV,FCS0103.FIC50201.MV,FCS0103.FIC50201.MODE,,0,100,true,
FIC60210,Flow controller FIC60210 (FCS0103),hdpe,section_500,u5003_pellet_water_transport_system_drying,FIC,medium,FCS0103.FIC60210.PV,FCS0103.FIC60210.SV,FCS0103.FIC60210.MV,FCS0103.FIC60210.MODE,,0,100,true,
LIC50303,Level controller LIC50303 (FCS0103),hdpe,section_500,u5002_hdpe_extruder_feed,LIC,medium,FCS0103.LIC50303.PV,FCS0103.LIC50303.SV,FCS0103.LIC50303.MV,FCS0103.LIC50303.MODE,,0,100,true,
PIC50206,Pressure controller PIC50206 (FCS0103),hdpe,section_300,u3005_butene_recovery,PIC,medium,FCS0103.PIC50206.PV,FCS0103.PIC50206.SV,FCS0103.PIC50206.MV,FCS0103.PIC50206.MODE,,0,100,true,
PIC50216,Pressure controller PIC50216 (FCS0103),hdpe,section_400,u4001_hexane_tankfarm,PIC,medium,FCS0103.PIC50216.PV,FCS0103.PIC50216.SV,FCS0103.PIC50216.MV,FCS0103.PIC50216.MODE,,0,100,true,
PIC51208,Pressure controller PIC51208 (FCS0103),hdpe,section_300,u3005_butene_recovery,PIC,medium,FCS0103.PIC51208.PV,FCS0103.PIC51208.SV,FCS0103.PIC51208.MV,FCS0103.PIC51208.MODE,,0,100,true,
PIC51309,Pressure controller PIC51309 (FCS0103),hdpe,section_100,u1004_suspension_receiver_off_gas_system,PIC,medium,FCS0103.PIC51309.PV,FCS0103.PIC51309.SV,FCS0103.PIC51309.MV,FCS0103.PIC51309.MODE,,0,100,true,
TIC30401,Temperature controller TIC30401 (FCS0103),hdpe,section_300,u3005_butene_recovery,TIC,medium,FCS0103.TIC30401.PV,FCS0103.TIC30401.SV,FCS0103.TIC30401.MV,FCS0103.TIC30401.MODE,,0,100,true,
TIC50302,Temperature controller TIC50302 (FCS0103),hdpe,section_400,u4003_hexane_tankfarm_fire_fighting_water_spray_fixed_system,TIC,medium,FCS0103.TIC50302.PV,FCS0103.TIC50302.SV,FCS0103.TIC50302.MV,FCS0103.TIC50302.MODE,,0,100,true,
TIC51402,Temperature controller TIC51402 (FCS0103),hdpe,section_100,u1003_polymerization_ii_post_reactor,TIC,medium,FCS0103.TIC51402.PV,FCS0103.TIC51402.SV,FCS0103.TIC51402.MV,FCS0103.TIC51402.MODE,,0,100,true,
TIC51406,Temperature controller TIC51406 (FCS0103),hdpe,section_300,u3006_waste_water_pretreatment,TIC,medium,FCS0103.TIC51406.PV,FCS0103.TIC51406.SV,FCS0103.TIC51406.MV,FCS0103.TIC51406.MODE,,0,100,true,
FIC30303_WR,Flow controller FIC30303_WR (FCS0104),hdpe,section_100,u1006_catalyst_storage,FIC,medium,FCS0104.FIC30303_WR.PV,FCS0104.FIC30303_WR.SV,FCS0104.FIC30303_WR.MV,FCS0104.FIC30303_WR.MODE,,0,100,true,
LIC30320,Level controller LIC30320 (FCS0104),hdpe,section_100,u1007_catalyst_preparation,LIC,medium,FCS0104.LIC30320.PV,FCS0104.LIC30320.SV,FCS0104.LIC30320.MV,FCS0104.LIC30320.MODE,,0,100,true,
PIC30322,Pressure controller PIC30322 (FCS0104),hdpe,section_800,u8002_utility_supply,PIC,medium,FCS0104.PIC30322.PV,FCS0104.PIC30322.SV,FCS0104.PIC30322.MV,FCS0104.PIC30322.MODE,,0,100,true,
PIC30323,Pressure controller PIC30323 (FCS0104),hdpe,section_100,u1003_polymerization_ii_post_reactor,PIC,medium,FCS0104.PIC30323.PV,FCS0104.PIC30323.SV,FCS0104.PIC30323.MV,FCS0104.PIC30323.MODE,,0,100,true,
TIC30320,Temperature controller TIC30320 (FCS0104),hdpe,section_600,u6001_pellet_homogenization_i_silo_1_2_3,TIC,medium,FCS0104.TIC30320.PV,FCS0104.TIC30320.SV,FCS0104.TIC30320.MV,FCS0104.TIC30320.MODE,,0,100,true,
TIC30325,Temperature controller TIC30325 (FCS0104),hdpe,section_500,u5002_hdpe_extruder_feed,TIC,medium,FCS0104.TIC30325.PV,FCS0104.TIC30325.SV,FCS0104.TIC30325.MV,FCS0104.TIC30325.MODE,,0,100,true,
TIC31001,Temperature controller TIC31001 (FCS0104),hdpe,section_600,u6002_pellet_homogenization_ii_silo_4_5,TIC,medium,FCS0104.TIC31001.PV,FCS0104.TIC31001.SV,FCS0104.TIC31001.MV,FCS0104.TIC31001.MODE,,0,100,true,
TIC31002,Temperature controller TIC31002 (FCS0104),hdpe,section_100,u1007_catalyst_preparation,TIC,medium,FCS0104.TIC31002.PV,FCS0104.TIC31002.SV,FCS0104.TIC31002.MV,FCS0104.TIC31002.MODE,,0,100,true,
TIC31003,Temperature controller TIC31003 (FCS0104),hdpe,section_200,u2002_powder_drying_i,TIC,medium,FCS0104.TIC31003.PV,FCS0104.TIC31003.SV,FCS0104.TIC31003.MV,FCS0104.TIC31003.MODE,,0,100,true,
